 day,swc1,swc2,swc3,st1,st2
     87,         0.0903,         0.0941,         0.0944,         0.0863,         0.3775
     88,         0.0895,         0.0940,         0.0944,         0.1187,         0.3967
     89,         0.0887,         0.0940,         0.0943,         0.1379,         0.4033
     90,         0.0881,         0.0941,         0.0944,         0.1604,         0.4179
     91,         0.0925,         0.0942,         0.0945,         0.1888,         0.4396
     92,         0.0920,         0.0942,         0.0945,         0.2146,         0.4663
     93,         0.0953,         0.0943,         0.0945,         0.1875,         0.4317
     94,         0.0953,         0.0942,         0.0945,         0.2067,         0.4550
     95,         0.0953,         0.0942,         0.0945,         0.1429,         0.3937
     96,         0.0953,         0.0942,         0.0945,         0.1688,         0.4213
     97,         0.0953,         0.0942,         0.0945,         0.1567,         0.4100
     98,         0.0949,         0.0941,         0.0944,         0.2200,         0.4617
     99,         0.0953,         0.0941,         0.0944,         0.2337,         0.4546
    100,         0.0953,         0.0942,         0.0945,         0.2317,         0.4612
    101,         0.0953,         0.0941,         0.0944,         0.2850,         0.4925
    102,         0.0953,         0.0939,         0.0943,         0.3529,         0.4829
    103,         0.0953,         0.0938,         0.0942,         0.6471,         0.5487
    104,         0.0952,         0.0936,         0.0941,         0.6637,         0.6367
    105,         0.0953,         0.0935,         0.0940,         0.5383,         0.6746
    106,         0.0953,         0.0937,         0.0942,         0.3987,         0.6387
    107,         0.0953,         0.0938,         0.0942,         0.3762,         0.5833
    108,         0.0953,         0.0940,         0.0943,         0.3887,         0.5583
    109,         0.0953,         0.0939,         0.0943,         0.5896,         0.5983
    110,         0.0953,         0.0939,         0.0943,         1.0600,         0.7896
    111,         0.0953,         0.0939,         0.0943,         1.3225,         1.0354
    112,         0.0953,         0.0941,         0.0944,         1.8642,         1.3808
    113,         0.0953,         0.0942,         0.0944,         2.0271,         1.6433
    114,         0.0953,         0.0940,         0.0943,         2.5754,         1.9683
    115,         0.0953,         0.0938,         0.0942,         3.6092,         2.6596
    116,         0.0953,         0.0937,         0.0942,         4.2217,         3.4142
    117,         0.0953,         0.0938,         0.0942,         3.3888,         3.4104
    118,         0.0953,         0.0937,         0.0941,         3.2896,         2.8729
    119,         0.0952,         0.0933,         0.0940,         4.2692,         3.3867
    120,         0.0953,         0.0937,         0.0941,         4.9946,         4.1325
    121,         0.0953,         0.0938,         0.0942,         4.0271,         3.9425
    122,         0.0953,         0.0936,         0.0941,         3.4213,         3.3612
    123,         0.0953,         0.0935,         0.0940,         4.0500,         3.5412
    124,         0.0953,         0.0934,         0.0940,         4.9183,         4.1050
    125,         0.0953,         0.0937,         0.0941,         5.5008,         4.7587
    126,         0.0953,         0.0935,         0.0940,         5.1354,         4.5308
    127,         0.0953,         0.0935,         0.0940,         6.6204,         5.3412
    128,         0.0953,         0.0936,         0.0941,         7.2083,         5.9433
    129,         0.0953,         0.0938,         0.0942,         7.7667,         6.5117
    130,         0.0953,         0.0938,         0.0942,         8.0333,         6.7342
    131,         0.0953,         0.0936,         0.0941,         8.9442,         7.1825
    132,         0.0952,         0.0936,         0.0941,         9.5596,         7.9804
    133,         0.0953,         0.0937,         0.0941,         8.9029,         8.1175
    134,         0.0952,         0.0933,         0.0939,         8.4113,         7.8637
    135,         0.0952,         0.0931,         0.0938,         8.3617,         7.6525
    136,         0.0941,         0.0929,         0.0937,         8.6304,         7.7729
    137,         0.0910,         0.0928,         0.0936,         9.1692,         8.1096
    138,         0.0879,         0.0928,         0.0936,         9.3112,         8.3417
    139,         0.0854,         0.0930,         0.0936,        10.5925,         8.8054
    140,         0.0836,         0.0931,         0.0937,        10.9979,         9.3567
    141,         0.0939,         0.0936,         0.0940,        11.2783,         9.8088
    142,         0.0953,         0.0936,         0.0940,        11.2642,         9.8842
    143,         0.0953,         0.0938,         0.0942,        11.6242,        10.2146
    144,         0.0953,         0.0938,         0.0942,        10.9421,        10.2225
    145,         0.0952,         0.0933,         0.0939,        10.4238,         9.8692
    146,         0.0935,         0.0931,         0.0938,        10.3487,         9.7729
    147,         0.0946,         0.0933,         0.0938,        10.0613,         9.6954
    148,         0.0953,         0.0935,         0.0940,        10.4075,         9.5875
    149,         0.0953,         0.0935,         0.0940,        10.7358,         9.7304
    150,         0.0953,         0.0938,         0.0941,        11.1713,        10.0804
    151,         0.0953,         0.0938,         0.0942,        11.7429,        10.2837
    152,         0.0953,         0.0936,         0.0941,        11.3367,        10.5188
    153,         0.0952,         0.0933,         0.0939,        10.9563,        10.3687
    154,         0.0953,         0.0936,         0.0941,        12.0213,        10.5079
    155,         0.0953,         0.0935,         0.0940,        12.1667,        10.8825
    156,         0.0953,         0.0933,         0.0939,        12.1746,        11.0721
    157,         0.0933,         0.0932,         0.0939,        13.5675,        11.5017
    158,         0.0928,         0.0932,         0.0938,        14.2913,        12.2175
    159,         0.0913,         0.0934,         0.0939,        13.7050,        12.6117
    160,         0.0893,         0.0933,         0.0939,        12.9771,        12.2812
    161,         0.0874,         0.0933,         0.0939,        12.8575,        12.0350
    162,         0.0854,         0.0933,         0.0938,        12.7504,        11.9421
    163,         0.0834,         0.0933,         0.0939,        12.5387,        11.8375
    164,         0.0817,         0.0933,         0.0938,        12.6046,        11.8208
    165,         0.0790,         0.0930,         0.0937,        13.2646,        11.9121
    166,         0.0916,         0.0935,         0.0940,        13.1692,        12.2179
    167,         0.0908,         0.0937,         0.0941,        13.1229,        12.1629
    168,         0.0924,         0.0937,         0.0941,        13.2312,        12.1542
    169,         0.0953,         0.0939,         0.0942,        13.5096,        12.3921
    170,         0.0953,         0.0940,         0.0943,        13.5079,        12.4650
    171,         0.0953,         0.0940,         0.0943,        13.4517,        12.4867
    172,         0.0953,         0.0940,         0.0943,        13.1546,        12.4717
    173,         0.0953,         0.0941,         0.0944,        13.2037,        12.4646
    174,         0.0953,         0.0941,         0.0944,        12.8488,        12.3117
    175,         0.0953,         0.0938,         0.0942,        12.7979,        12.1117
    176,         0.0953,         0.0936,         0.0941,        13.7454,        12.4025
    177,         0.0953,         0.0938,         0.0942,        13.9208,        12.8054
    178,         0.0953,         0.0939,         0.0943,        14.1133,        13.1704
    179,         0.0953,         0.0936,         0.0941,        13.7921,        13.0062
    180,         0.0952,         0.0931,         0.0938,        13.9887,        13.0746
    181,         0.0953,         0.0934,         0.0940,        14.9658,        13.5746
    182,         0.0953,         0.0935,         0.0940,        16.1446,        14.2575
    183,         0.0953,         0.0932,         0.0939,        16.6450,        14.9917
    184,         0.0952,         0.0931,         0.0938,        16.3575,        15.1171
    185,         0.0952,         0.0931,         0.0938,        17.0208,        15.2921
    186,         0.0952,         0.0930,         0.0937,        17.5408,        15.7500
    187,         0.0952,         0.0930,         0.0937,        17.0096,        15.8658
    188,         0.0952,         0.0930,         0.0937,        17.4467,        15.8779
    189,         0.0952,         0.0931,         0.0937,        17.2913,        16.0083
    190,         0.0953,         0.0933,         0.0938,        17.5721,        16.1083
    191,         0.0953,         0.0932,         0.0938,        17.6996,        16.2142
    192,         0.0952,         0.0931,         0.0938,        17.5512,        16.3383
    193,         0.0952,         0.0932,         0.0938,        16.9138,        16.2300
    194,         0.0952,         0.0931,         0.0937,        15.9983,        15.7537
    195,         0.0937,         0.0933,         0.0938,        15.8954,        15.4233
    196,         0.0944,         0.0935,         0.0939,        16.5212,        15.3067
    197,         0.0935,         0.0937,         0.0941,        17.3296,        15.6421
    198,         0.0935,         0.0939,         0.0942,        17.8775,        16.1079
    199,         0.0918,         0.0936,         0.0940,        18.5400,        16.5363
    200,         0.0953,         0.0938,         0.0942,        18.0213,        16.9521
    201,         0.0953,         0.0936,         0.0941,        18.4821,        17.1179
    202,         0.0953,         0.0933,         0.0939,        18.8004,        17.5071
    203,         0.0952,         0.0932,         0.0938,        18.8504,        17.5679
    204,         0.0952,         0.0934,         0.0939,        18.2217,        17.5125
    205,         0.0953,         0.0933,         0.0939,        17.7783,        17.0212
    206,         0.0952,         0.0932,         0.0938,        18.0546,        16.9871
    207,         0.0952,         0.0932,         0.0938,        17.6408,        16.9400
    208,         0.0953,         0.0935,         0.0940,        17.8571,        16.8883
    209,         0.0953,         0.0933,         0.0939,        17.7675,        16.8608
    210,         0.0953,         0.0933,         0.0938,        17.7175,        16.8496
    211,         0.0953,         0.0933,         0.0939,        17.7437,        16.8358
    212,         0.0953,         0.0932,         0.0938,        17.7646,        16.9096
    213,         0.0953,         0.0933,         0.0939,        17.7871,        16.8854
    214,         0.0953,         0.0932,         0.0938,        18.7275,        17.4054
    215,         0.0952,         0.0932,         0.0938,        18.0471,        17.3975
    216,         0.0953,         0.0932,         0.0938,        18.2371,        17.3275
    217,         0.0953,         0.0934,         0.0939,        18.2275,        17.4208
    218,         0.0953,         0.0937,         0.0941,        17.6838,        17.1804
    219,         0.0953,         0.0937,         0.0941,        17.4817,        16.9525
    220,         0.0953,         0.0937,         0.0941,        17.2450,        16.7579
    221,         0.0953,         0.0936,         0.0941,        17.0633,        16.6737
    222,         0.0953,         0.0934,         0.0940,        16.3029,        16.2117
    223,         0.0953,         0.0934,         0.0940,        16.4075,        16.0183
    224,         0.0953,         0.0937,         0.0941,        16.7804,        16.1458
    225,         0.0953,         0.0937,         0.0941,        16.9775,        16.2696
    226,         0.0953,         0.0936,         0.0940,        16.9779,        16.3633
    227,         0.0953,         0.0936,         0.0940,        17.2142,        16.4717
    228,         0.0953,         0.0937,         0.0941,        17.5758,        16.7063
    229,         0.0952,         0.0934,         0.0940,        17.0950,        16.6675
    230,         0.0953,         0.0934,         0.0939,        17.1038,        16.5496
    231,         0.0953,         0.0933,         0.0939,        17.4400,        16.6750
    232,         0.0953,         0.0933,         0.0939,        16.4958,        16.4813
    233,         0.0953,         0.0933,         0.0939,        15.9175,        16.0346
    234,         0.0953,         0.0933,         0.0939,        16.0975,        15.7813
    235,         0.0953,         0.0935,         0.0940,        16.7163,        15.9396
    236,         0.0953,         0.0934,         0.0939,        16.8167,        16.1658
    237,         0.0946,         0.0933,         0.0939,        16.2808,        16.0692
    238,         0.0925,         0.0933,         0.0939,        16.5188,        16.0042
    239,         0.0906,         0.0933,         0.0939,        15.8958,        15.9213
    240,         0.0891,         0.0934,         0.0939,        15.6025,        15.6446
    241,         0.0873,         0.0934,         0.0939,        15.7046,        15.5417
    242,         0.0862,         0.0934,         0.0939,        16.0237,        15.4704
    243,         0.0859,         0.0935,         0.0940,        16.2296,        15.5329
    244,         0.0850,         0.0935,         0.0940,        16.6771,        15.7475
    245,         0.0838,         0.0936,         0.0940,        16.8196,        16.1062
    246,         0.0825,         0.0936,         0.0940,        15.9546,        15.9554
    247,         0.0810,         0.0935,         0.0940,        15.6538,        15.6688
    248,         0.0794,         0.0935,         0.0940,        14.3663,        15.1400
    249,         0.0777,         0.0934,         0.0940,        13.8921,        14.5533
    250,         0.0765,         0.0931,         0.0940,        13.8979,        14.2154
    251,         0.0757,         0.0922,         0.0940,        14.1804,        14.1592
    252,         0.0748,         0.0912,         0.0939,        14.3675,        14.2492
    253,         0.0741,         0.0903,         0.0939,        14.4833,        14.3271
    254,         0.0735,         0.0894,         0.0940,        14.5746,        14.4083
    255,         0.0727,         0.0885,         0.0939,        14.7221,        14.4742
    256,         0.0722,         0.0875,         0.0939,        13.7975,        14.3500
    257,         0.0714,         0.0866,         0.0939,        12.5650,        13.8171
    258,         0.0708,         0.0857,         0.0940,        11.1058,        12.9625
    259,         0.0701,         0.0848,         0.0939,        10.5037,        12.1742
    260,         0.0696,         0.0841,         0.0940,        10.4775,        11.6425
    261,         0.0761,         0.0836,         0.0942,        11.2521,        11.5758
    262,         0.0755,         0.0829,         0.0941,        10.9558,        11.5875
    263,         0.0770,         0.0869,         0.0942,        11.1625,        11.5283
    264,         0.0769,         0.0921,         0.0942,        11.1996,        11.4288
    265,         0.0764,         0.0920,         0.0943,        10.8250,        11.4192
    266,         0.0760,         0.0914,         0.0943,        10.3067,        11.2525
    267,         0.0756,         0.0910,         0.0943,         9.9200,        10.9279
    268,         0.0753,         0.0905,         0.0943,         9.6404,        10.6433
    269,         0.0746,         0.0898,         0.0942,         9.5746,        10.4404
    270,         0.0741,         0.0891,         0.0942,         9.7442,        10.3592
    271,         0.0735,         0.0884,         0.0942,         9.9575,        10.3787
    272,         0.0739,         0.0877,         0.0941,        10.4742,        10.5542
    273,         0.0733,         0.0869,         0.0941,         9.8304,        10.6062
    274,         0.0726,         0.0862,         0.0941,         8.7904,        10.2025
    275,         0.0720,         0.0854,         0.0941,         8.9458,         9.8392
    276,         0.0713,         0.0847,         0.0941,         9.2321,         9.7925
    277,         0.0707,         0.0840,         0.0941,         9.4946,         9.8625
    278,         0.0700,         0.0831,         0.0941,        10.0358,        10.0375
    279,         0.0689,         0.0821,         0.0939,        10.1404,        10.2450
    280,         0.0773,         0.0808,         0.0938,        11.1904,        10.5033
    281,         0.0764,         0.0894,         0.0940,        11.9196,        11.1183
    282,         0.0765,         0.0889,         0.0941,        11.6271,        11.4279
    283,         0.0770,         0.0902,         0.0941,        11.3725,        11.4058
    284,         0.0763,         0.0902,         0.0942,        11.2196,        11.3675
    285,         0.0833,         0.0923,         0.0943,        11.0021,        11.1946
    286,         0.0952,         0.0934,         0.0944,        11.3183,        11.2388
    287,         0.0943,         0.0936,         0.0943,        10.6029,        11.1050
    288,         0.0928,         0.0936,         0.0942,         9.6467,        10.6712
    289,         0.0913,         0.0935,         0.0941,         8.9104,        10.0946
    290,         0.0899,         0.0936,         0.0941,         8.5696,         9.6383
    291,         0.0915,         0.0937,         0.0942,         8.3371,         9.2925
    292,         0.0904,         0.0938,         0.0942,         7.8979,         9.0188
    293,         0.0894,         0.0938,         0.0942,         7.1092,         8.5921
    294,         0.0882,         0.0938,         0.0942,         6.4521,         8.1187
    295,         0.0873,         0.0938,         0.0942,         6.1913,         7.6933
    296,         0.0903,         0.0940,         0.0943,         6.3050,         7.3825
    297,         0.0896,         0.0940,         0.0943,         5.8121,         7.2346
    298,         0.0894,         0.0940,         0.0944,         5.6317,         6.7992
    299,         0.0905,         0.0941,         0.0944,         5.4046,         6.6429
    300,         0.0924,         0.0941,         0.0944,         5.5575,         6.6896
    301,         0.0924,         0.0941,         0.0944,         5.2067,         6.5146
    302,         0.0918,         0.0941,         0.0944,         4.6800,         6.2408
    303,         0.0910,         0.0940,         0.0944,         4.8033,         5.9700
    304,         0.0904,         0.0941,         0.0944,         4.8783,         5.8892
    305,         0.0912,         0.0942,         0.0945,         5.3333,         5.9467
    306,         0.0905,         0.0941,         0.0944,         4.7367,         5.9587
    307,         0.0897,         0.0940,         0.0944,         3.9350,         5.6467
    308,         0.0885,         0.0938,         0.0943,         3.5750,         5.2600
    309,         0.0874,         0.0938,         0.0943,         3.8562,         5.0121
    310,         0.0866,         0.0939,         0.0943,         4.5163,         5.0267
    311,         0.0858,         0.0940,         0.0943,         4.3000,         5.1396
    312,         0.0850,         0.0940,         0.0944,         3.4217,         4.9983
    313,         0.0841,         0.0940,         0.0944,         3.0067,         4.6567
    314,         0.0836,         0.0941,         0.0944,         2.9817,         4.3496
    315,         0.0831,         0.0941,         0.0944,         2.7313,         4.1650
    316,         0.0823,         0.0940,         0.0944,         2.5825,         3.9979
    317,         0.0819,         0.0942,         0.0945,         2.6367,         3.8421
    318,         0.0814,         0.0942,         0.0945,         2.4317,         3.7308
    319,         0.0811,         0.0943,         0.0945,         2.3350,         3.6129
    320,         0.0805,         0.0942,         0.0945,         2.2313,         3.4675
    321,         0.0799,         0.0942,         0.0945,         1.9925,         3.3588
    322,         0.0794,         0.0942,         0.0945,         1.9417,         3.2667
    323,         0.0790,         0.0943,         0.0945,         1.9729,         3.1496
    324,         0.0785,         0.0943,         0.0945,         1.6692,         3.0083
    325,         0.0780,         0.0943,         0.0945,         1.6171,         2.9217
    326,         0.0816,         0.0944,         0.0946,         1.7908,         2.9037
    327,         0.0834,         0.0944,         0.0946,         1.8287,         2.8608
    328,         0.0833,         0.0945,         0.0946,         1.6696,         2.7750
    329,         0.0831,         0.0945,         0.0947,         1.6729,         2.7300
    330,         0.0899,         0.0946,         0.0947,         1.7671,         2.6783
    331,         0.0898,         0.0946,         0.0947,         1.7158,         2.6096
    332,         0.0917,         0.0946,         0.0947,         1.6629,         2.5875
    333,         0.0915,         0.0946,         0.0947,         1.3367,         2.4888
    334,         0.0914,         0.0946,         0.0948,         1.3400,         2.4358
    335,         0.0911,         0.0946,         0.0947,         1.1908,         2.3183
    336,         0.0909,         0.0946,         0.0947,         1.0833,         2.2300
    337,         0.0907,         0.0946,         0.0948,         1.1562,         2.1954
    338,         0.0905,         0.0946,         0.0947,         1.0183,         2.0787
    339,         0.0904,         0.0946,         0.0948,         0.8442,         1.9333
    340,         0.0902,         0.0946,         0.0948,         0.6833,         1.8413
    341,         0.0899,         0.0946,         0.0947,         0.9167,         1.9042
    342,         0.0897,         0.0946,         0.0947,         0.7017,         1.7096
    343,         0.0895,         0.0946,         0.0947,         0.5271,         1.5938
    344,         0.0893,         0.0946,         0.0947,         0.6413,         1.6258
    345,         0.0906,         0.0946,         0.0947,         0.6379,         1.5883
    346,         0.0905,         0.0946,         0.0948,         0.7125,         1.5692
    347,         0.0904,         0.0947,         0.0948,         0.7358,         1.5404
    348,         0.0908,         0.0947,         0.0948,         0.7550,         1.5150
    349,         0.0908,         0.0947,         0.0948,         0.6537,         1.4296
    350,         0.0906,         0.0947,         0.0948,         0.4333,         1.3275
    351,         0.0905,         0.0947,         0.0948,         0.4542,         1.3150
    352,         0.0904,         0.0947,         0.0948,         0.5117,         1.3367
    353,         0.0903,         0.0947,         0.0948,         0.5467,         1.3000
    354,         0.0901,         0.0947,         0.0948,         0.4450,         1.2588
    355,         0.0899,         0.0946,         0.0948,         0.5213,         1.2529
    356,         0.0897,         0.0947,         0.0948,         0.3929,         1.1696
    357,         0.0896,         0.0947,         0.0948,         0.4383,         1.1692
    358,         0.0896,         0.0947,         0.0948,         0.4546,         1.1587
    359,         0.0903,         0.0947,         0.0948,         0.4912,         1.1500
    360,         0.0901,         0.0946,         0.0947,         0.4767,         1.1542
    361,         0.0899,         0.0946,         0.0947,         0.3750,         1.0637
    362,         0.0897,         0.0946,         0.0947,         0.2863,         1.0325
    363,         0.0896,         0.0946,         0.0947,         0.3658,         1.0196
    364,         0.0895,         0.0947,         0.0948,         0.3142,         0.9850
    365,         0.0894,         0.0947,         0.0948,         0.3375,         0.9954
    366,         0.0892,         0.0947,         0.0948,         0.3767,         0.9742
    367,         0.0889,         0.0946,         0.0947,         0.2208,         0.8733
    368,         0.0887,         0.0946,         0.0947,         0.1625,         0.8529
    369,         0.0886,         0.0946,         0.0947,         0.2292,         0.8883
    370,         0.0883,         0.0946,         0.0947,         0.3100,         0.9300
    371,         0.0881,         0.0946,         0.0947,         0.3775,         0.9362
    372,         0.0880,         0.0946,         0.0947,         0.3167,         0.8663
    373,         0.0890,         0.0946,         0.0948,         0.2592,         0.8475
    374,         0.0887,         0.0946,         0.0947,         0.3192,         0.8842
    375,         0.0885,         0.0946,         0.0947,         0.2408,         0.8367
    376,         0.0887,         0.0946,         0.0947,         0.2537,         0.7942
    377,         0.0886,         0.0946,         0.0948,         0.1004,         0.6996
    378,         0.0884,         0.0947,         0.0948,         0.0746,         0.6813
    379,         0.0883,         0.0947,         0.0948,         0.0450,         0.6717
    380,         0.0902,         0.0947,         0.0948,         0.1900,         0.7404
    381,         0.0901,         0.0947,         0.0948,         0.1179,         0.6779
    382,         0.0899,         0.0947,         0.0948,        -0.0725,         0.5650
    383,         0.0898,         0.0947,         0.0948,        -0.1962,         0.5058
    384,         0.0897,         0.0947,         0.0948,        -0.3258,         0.4292
    385,         0.0895,         0.0947,         0.0948,        -0.4033,         0.4054
    386,         0.0893,         0.0947,         0.0948,        -0.3487,         0.4263
    387,         0.0892,         0.0947,         0.0948,        -0.0213,         0.5358
    388,         0.0891,         0.0947,         0.0948,         0.0242,         0.5046
    389,         0.0890,         0.0947,         0.0948,         0.0229,         0.4767
    390,         0.0890,         0.0947,         0.0948,         0.0404,         0.4921
    391,         0.0890,         0.0948,         0.0948,         0.0904,         0.4954
    392,         0.0889,         0.0948,         0.0948,        -0.0413,         0.4112
    393,         0.0888,         0.0948,         0.0948,        -0.0325,         0.4171
    394,         0.0887,         0.0948,         0.0948,        -0.1029,         0.3446
    395,         0.0885,         0.0947,         0.0948,        -0.0333,         0.4317
    396,         0.0885,         0.0948,         0.0948,         0.0350,         0.4421
    397,         0.0889,         0.0948,         0.0948,         0.0879,         0.4671
    398,         0.0899,         0.0948,         0.0948,         0.1179,         0.4737
    399,         0.0928,         0.0948,         0.0948,         0.1062,         0.4567
    400,         0.0953,         0.0947,         0.0948,         0.0771,         0.4546
    401,         0.0953,         0.0947,         0.0948,         0.0583,         0.4350
    402,         0.0953,         0.0947,         0.0948,        -0.0117,         0.3971
    403,         0.0953,         0.0947,         0.0948,        -0.1396,         0.3137
    404,         0.0953,         0.0946,         0.0947,        -0.2212,         0.3246
    405,         0.0953,         0.0946,         0.0947,        -0.1783,         0.3375
    406,         0.0951,         0.0945,         0.0947,        -0.2583,         0.2433
    407,         0.0948,         0.0945,         0.0947,        -0.3592,         0.2271
    408,         0.0945,         0.0945,         0.0947,        -0.3542,         0.2333
    409,         0.0943,         0.0945,         0.0947,        -0.3717,         0.2167
    410,         0.0941,         0.0945,         0.0947,        -0.1167,         0.3237
    411,         0.0941,         0.0945,         0.0947,        -0.1050,         0.3187
    412,         0.0945,         0.0946,         0.0947,        -0.0196,         0.3046
    413,         0.0953,         0.0946,         0.0947,        -0.0142,         0.2913
    414,         0.0953,         0.0946,         0.0947,        -0.1350,         0.1892
    415,         0.0950,         0.0945,         0.0947,        -0.1496,         0.2467
    416,         0.0947,         0.0945,         0.0947,        -0.0825,         0.2946
    417,         0.0946,         0.0945,         0.0947,        -0.0112,         0.2917
    418,         0.0945,         0.0946,         0.0947,        -0.0208,         0.2604
    419,         0.0943,         0.0946,         0.0947,        -0.0304,         0.2521
    420,         0.0941,         0.0946,         0.0947,        -0.0454,         0.2442
    421,         0.0939,         0.0946,         0.0947,        -0.0787,         0.2279
